frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff,label
frame_e_0.16_0.2,0.3858686652982328,0.0,-0.7659654578621892,415.3162241299726,370.5124392088831,44.80378492108957,4.793930992842803,2.9219086474438143,1.8720223453989888,NB
frame_lo_0.2_0.39,4.788561467275059,0.0,-0.7009267494992876,422.9590276993136,361.65338058684114,61.3056471124724,14.074678688244234,9.546480419524473,4.528198268719763,NB
frame_i_0.39_0.47,14.866247168764945,0.0,0.0181052736477253,427.8426329409909,376.0572508027558,51.78538213823509,5.910980137879847,3.0799944170728963,2.83098572080695,NB
frame_za_0.47_0.57,3.613618086490789,0.0,-0.7388665871710974,416.5406804958693,364.33723188861575,52.20344860725351,16.49456447352037,10.018581144166092,6.475983329354278,NB
frame_ew_0.57_0.63,5.2631076731176165,0.0,-0.9994840571465976,407.5097582616475,361.2785861629456,46.231172098701904,12.385675133880056,5.686978108274559,6.698697025605497,NB
frame_gos_0.63_0.79,30.698640305278246,0.0,-0.0755738556924391,412.7729251019226,356.80852367148174,55.96440143044089,40.82282861406907,9.722875412414226,31.09995320165484,NB
frame_ta_0.79_0.89,37.19966503439289,0.0,-0.6308071760680841,413.64887499419854,362.5469160343083,51.10195895989028,10.219715594516174,5.901521862306993,4.318193732209181,NB
frame_ri_0.89_0.95,20.03987677038495,0.0,-0.5270469086528536,410.2952563644424,362.1280525312509,48.167203833191536,2.465595903955773,0.5614338962658394,1.9041620076899333,NB
frame_a_0.95_0.98,11.97179537091668,0.0,-0.7388665871710963,390.2179359702672,348.7448531965849,41.47308277368222,1.8914395530806587,0.9289874532864246,0.962452099794234,NB
frame_dZi_0.98_1.08,71.71416298721212,0.0,-0.5270469086528524,396.42034440782766,346.6834754146478,49.73686899317994,213.7759570504375,85.70611534237975,128.06984170805777,NB
frame_sa_1.08_1.35,49.5605359240044,0.0,0.773965168271074,408.4264285900998,340.3655137713755,68.06091481872426,32.87649665548884,22.555804965859775,10.320691689629058,NB
frame_beX_1.35_1.58,8.225523298575041,0.5499999999999998,1.8027391342663128,412.6481824804821,349.3394433401111,63.30873914037102,50.4747117455191,18.851362188223845,31.623349557295256,NB
frame_E_2.13_2.4,131.18986608161865,0.1899999999999999,1.938738883536005,413.1130922470279,345.74194882455004,67.37114342247781,24.76267910343438,19.94149476820581,4.8211843352285655,NB
frame_ko~_2.59_2.77,125.4992062998366,0.0,0.2530202410067371,413.78519865678254,355.7873151311303,57.99788352565224,37.30440401030376,10.120051230551894,27.184352779751865,NB
frame_mu_2.77_2.88,83.07983994014097,0.0,-0.6397806874634351,406.9646266222943,355.1021367559387,51.86248986635553,49.02721617127583,30.99980529544541,18.02741087583041,NB
frame_a_2.88_2.93,53.18108905811391,0.0,-0.5227477649650696,402.1731742793584,357.0225948218084,45.15057945755001,6.942195399868353,2.619849361466379,4.322346038401975,NB
frame_se_2.93_3.1,21.910283734128143,0.0,-0.9994840571465924,404.7564549024312,346.171409404496,58.5850454979352,7.434222171429099,4.6889509967408,2.7452711746882983,NB
frame_Jo_3.1_3.23,4.5636552177455485,0.0,0.549779038114414,411.3038483338553,356.8352349519498,54.46861338190553,20.088829537599626,14.401321260246704,5.687508277352919,NB
frame_ra_3.23_3.3,7.494569825626428,0.0,-0.7388665871710987,408.0351788952768,358.9070520075541,49.12812688772266,1.5249026496570082,0.8585339083491021,0.666368741307906,NB
